Taxon,Locality,MaxAge,MinAge,Area
Parasaurus,85565,259.51,254.14,
Parasaurus,85564,259.51,254.14,
Parasaurus,85561,259.51,254.14,
Kudnu,85560,251.902,251.2,
Kudnu,85560,251.902,251.2,
Kadimakara,85560,251.902,251.2,
Kadimakara,85560,251.902,251.2,
Weigeltisaurus,85557,259.51,254.14,
Labidosaurikos,85555,283.5,273.01,
Labidosaurikos,85556,283.5,273.01,
Labidosaurikos,85556,283.5,273.01,
Captorhinus,85552,283.5,273.01,
Labidosaurus,12976,283.5,273.01,
Captorhinus,85551,283.5,273.01,
Weigeltisaurus,85484,259.51,254.14,
Protorosaurus,85484,259.51,254.14,
Protorosaurus,85484,259.51,254.14,
Belebey,79969,266.9,264.28,Estemmenosuchus uralensis
Emeroleter,28854,264.28,259.51,Deltavjatia vjatkensis
Emeroleter,28854,264.28,259.51,Deltavjatia vjatkensis
Emeroleter,28854,264.28,259.51,Deltavjatia vjatkensis
Emeroleter,28854,264.28,259.51,Deltavjatia vjatkensis
Emeroleter,28854,264.28,259.51,Deltavjatia vjatkensis
Emeroleter,28854,264.28,259.51,Deltavjatia vjatkensis
Emeroleter,28854,264.28,259.51,Deltavjatia vjatkensis
Belebey,80057,266.9,264.28,Estemmenosuchus uralensis
Belebey,80057,266.9,264.28,Estemmenosuchus uralensis
Belebey,80057,266.9,264.28,Estemmenosuchus uralensis
Coelurosauravus,85494,259.51,251.902,
Coelurosauravus,85494,259.51,251.902,
Coelurosauravus,85494,259.51,251.902,
Claudiosaurus,85512,259.51,251.902,
Claudiosaurus,85506,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Claudiosaurus,85505,259.51,251.902,
Thadeosaurus,85494,259.51,251.902,
Weigeltisaurus,85490,259.51,254.14,
Weigeltisaurus,85489,259.51,254.14,
Weigeltisaurus,85488,259.51,254.14,
Weigeltisaurus,85484,259.51,254.14,
Rautiania,85483,264.28,256.8,
Rautiania,85483,264.28,256.8,
Energosuchus,79970,242.0,237.0,Berdyankian
Chalishevia,79970,242.0,237.0,Berdyankian
Bashkyroleter,27341,266.9,264.28,Estemmenosuchus uralensis
Bashkyroleter,27341,266.9,264.28,Estemmenosuchus uralensis
Bashkyroleter,27341,266.9,264.28,Estemmenosuchus uralensis
Kapes,85454,251.2,247.2,
Kapes,79946,251.2,247.2,
Wapitisaurus,85452,251.2,248.9,
Captorhinus,28267,283.5,273.01,
Belebey,85431,273.01,266.9,
Captorhinus,28264,283.5,273.01,
Captorhinus,28264,283.5,273.01,
Labidosaurus,28264,283.5,273.01,
Captorhinus,85342,283.5,273.01,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Moradisaurus,68054,254.14,251.902,
Eudibamus,80112,290.1,283.5,
Thuringothyris,80112,290.1,283.5,
Thuringothyris,80112,290.1,283.5,
Thuringothyris,80112,290.1,283.5,
Thuringothyris,80112,290.1,283.5,
Thuringothyris,80112,290.1,283.5,
Thuringothyris,80112,290.1,283.5,
Thuringothyris,80112,290.1,283.5,
Thuringothyris,80112,290.1,283.5,
Protorothyris,85178,298.9,293.52,
Protorothyris,85178,298.9,293.52,
Protorothyris,85178,298.9,293.52,
Protorothyris,85178,298.9,293.52,
Protorothyris,85178,298.9,293.52,
Protorothyris,85178,298.9,293.52,
Protorothyris,85178,298.9,293.52,
Xinpusaurus,85166,233.4,227.0,
Xinpusaurus,85166,233.4,227.0,
Anshunsaurus,85166,233.4,227.0,
Psephochelys,85166,233.4,227.0,
Sinocyamodus,85166,233.4,227.0,
Guanlingsaurus,85166,233.4,227.0,
Guizhouichthyosaurus,85166,233.4,227.0,
Qianichthyosaurus,85166,233.4,227.0,
Odontochelys,85166,233.4,227.0,
Odontochelys,85166,233.4,227.0,
Odontochelys,85166,233.4,227.0,
Labidosaurikos,85125,283.5,273.01,
Labidosaurikos,85125,283.5,273.01,
Protocaptorhinus,85112,290.1,283.5,
Captorhinus,79402,290.1,283.5,
Captorhinus,84914,259.51,254.14,Cistecephalus Assemblage
Bunostegos,68054,254.14,251.902,
Parasaurus,84836,259.51,254.14,
Protorosaurus,84836,259.51,254.14,
Moradisaurus,84824,254.14,251.902,
Moradisaurus,84824,254.14,251.902,
Moradisaurus,84824,254.14,251.902,
Gecatogomphius,84717,276.5,266.9,Parabradysaurus silantjevi
Protocaptorhinus,84716,290.1,283.5,
Saurorictus,84714,259.51,254.14,Tropidostoma Assemblage
Proganochelys,48516,227.0,208.5,
Redondasuchus,84272,227.0,208.5,
Machaeroprosopus,84272,227.0,208.5,
Rutiodon,84269,227.0,208.5,
Trilophosaurus,84269,227.0,208.5,
Calyptosuchus,84268,227.0,208.5,
Rutiodon,84268,227.0,208.5,
Paratypothorax,84266,227.0,208.5,
Typothorax,84266,227.0,208.5,
Rutiodon,84266,227.0,208.5,
Paratypothorax,84265,227.0,208.5,
Rutiodon,84265,227.0,208.5,
Calyptosuchus,84264,227.0,208.5,
Smilosuchus,84264,227.0,208.5,
Smilosuchus,84264,227.0,208.5,
Smilosuchus,84264,227.0,208.5,
Grallator,84258,201.4,199.5,
Brachychirotherium,84185,227.0,208.5,
Grallator,84185,227.0,208.5,
Grallator,62768,208.5,201.4,
Batrachopus,62768,208.5,201.4,
Grallator,84114,227.0,208.5,
Brachychirotherium,84114,227.0,208.5,
Gwyneddichnium,84114,227.0,208.5,
Grallator,84113,227.0,208.5,
Grallator,84112,227.0,208.5,
Gwyneddichnium,84111,227.0,208.5,
Grallator,84111,227.0,208.5,
Brachychirotherium,84111,227.0,208.5,
Batrachopus,84111,227.0,208.5,
Grallator,84111,227.0,208.5,
Grallator,62767,208.5,201.4,
Brachychirotherium,62767,208.5,201.4,
Evazoum,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Grallator,84023,227.0,208.5,
Eubrontes,84021,227.0,208.5,
Eubrontes,84021,227.0,208.5,
Eubrontes,84021,227.0,208.5,
Eubrontes,84021,227.0,208.5,
Eubrontes,84021,227.0,208.5,
Eubrontes,84021,227.0,208.5,
Eubrontes,84021,227.0,208.5,
Eubrontes,84021,227.0,208.5,
Eubrontes,84021,227.0,208.5,
Eosauropus,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Brachychirotherium,84021,227.0,208.5,
Machaeroprosopus,84017,227.0,208.5,
Machaeroprosopus,84017,227.0,208.5,
Machaeroprosopus,84017,227.0,208.5,
Typothorax,84017,227.0,208.5,
Shuvosaurus,84017,227.0,208.5,
Postosuchus,84017,227.0,208.5,
Machaeroprosopus,84016,208.5,201.4,
Machaeroprosopus,84016,208.5,201.4,
Typothorax,84016,208.5,201.4,
Shuvosaurus,84016,208.5,201.4,
Postosuchus,84016,208.5,201.4,
Machaeroprosopus,84015,208.5,201.4,
Machaeroprosopus,84015,208.5,201.4,
Typothorax,84015,208.5,201.4,
Shuvosaurus,84015,208.5,201.4,
Postosuchus,84015,208.5,201.4,
Machaeroprosopus,84014,208.5,201.4,
Machaeroprosopus,84014,208.5,201.4,
Typothorax,84014,208.5,201.4,
Shuvosaurus,84014,208.5,201.4,
Machaeroprosopus,84013,208.5,201.4,
Machaeroprosopus,84013,208.5,201.4,
Typothorax,84013,208.5,201.4,
Machaeroprosopus,84012,208.5,201.4,
Machaeroprosopus,84012,208.5,201.4,
Typothorax,84012,208.5,201.4,
Machaeroprosopus,84010,208.5,201.4,
Machaeroprosopus,84009,208.5,201.4,
Machaeroprosopus,84009,208.5,201.4,
Typothorax,84009,208.5,201.4,
Machaeroprosopus,48423,227.0,208.5,
Machaeroprosopus,48423,227.0,208.5,
Typothorax,48423,227.0,208.5,
Evazoum,83960,227.0,208.5,
Grallator,83960,227.0,208.5,
Pseudotetrasauropus,52168,227.0,208.5,
Barrancapus,83958,227.0,216.7,
Langobardisaurus,83781,216.7,208.5,
Megalancosaurus,83780,216.7,208.5,
Redondasuchus,83738,227.0,208.5,
Machaeroprosopus,83738,227.0,208.5,
Machaeroprosopus,83737,227.0,208.5,
Coelophysis,57071,227.0,208.5,
Typothorax,48516,227.0,208.5,
Fraserosphenodon,13182,237.0,227.0,
Grallator,52168,227.0,208.5,
Brachychirotherium,52168,227.0,208.5,
Evazoum,52168,227.0,208.5,
Megalancosaurus,83574,216.7,208.5,
Evazoum,57066,208.5,199.5,
Langobardisaurus,83541,216.7,208.5,
Megalancosaurus,83472,216.7,208.5,
Preondactylus,83471,216.7,208.5,
Eudimorphodon,83421,216.7,208.5,
Eudimorphodon,83418,216.7,208.5,
Eudimorphodon,83417,216.7,213.2,
Eudimorphodon,83361,216.7,213.2,
Austriadraco,83351,213.2,208.5,
Kayentapus,83327,201.4,199.5,
Kayentapus,83325,201.4,199.5,
Typothorax,80926,227.0,208.5,
Machaeroprosopus,80926,227.0,208.5,
Typothorax,80925,227.0,208.5,
Crosbysaurus,13266,227.0,208.5,
Captorhinus,80741,290.1,283.5,
Millerinoides,80226,259.51,251.902,Dicynodon Assemblage Zone
Milleretta,80225,259.51,251.902,Daptocephalus or Dicynodon Assemblage Zone
Milleretta,80223,254.14,251.902,Dicynodon Assemblage Zone
Milleretta,80220,259.51,251.902,Daptocephalus Assemblage
Millerosaurus,80219,259.51,251.902,Dicynodon Assemblage Zone
Millerosaurus,80219,259.51,251.902,Dicynodon Assemblage Zone
Milleretta,80219,259.51,251.902,Dicynodon Assemblage Zone
Milleropsis,80219,259.51,251.902,Dicynodon Assemblage Zone
Milleretta,80216,259.51,251.902,Dicynodon Assemblage
Milleretta,80216,259.51,251.902,Dicynodon Assemblage
Milleretta,80216,259.51,251.902,Dicynodon Assemblage
Milleretta,80178,259.51,251.902,Dicynodon Assemblage
Milleropsis,80176,259.51,251.902,Dicynodon Assemblage
Milleropsis,80176,259.51,251.902,Dicynodon Assemblage
Milleropsis,80176,259.51,251.902,Dicynodon Assemblage
Milleropsis,80176,259.51,251.902,Dicynodon Assemblage
Milleropsis,80176,259.51,251.902,Dicynodon Assemblage
Milleropsis,80176,259.51,251.902,Dicynodon Assemblage
Milleropsis,80176,259.51,251.902,Dicynodon Assemblage
Milleropsis,80176,259.51,251.902,Dicynodon Assemblage
Saurodektes,80140,251.902,251.2,Lystrosaurus Assemblage
Saurodektes,80140,251.902,251.2,Lystrosaurus Assemblage
Saurodektes,80140,251.902,251.2,Lystrosaurus Assemblage
Saurodektes,80140,251.902,251.2,Lystrosaurus Assemblage
Scoloparia,80093,237.0,227.0,
Captorhinikos,27704,283.5,273.01,
Captorhinikos,27705,283.5,273.01,
Labidosaurikos,27705,283.5,273.01,
Haligonia,80079,237.0,227.0,
Acadiella,80074,237.0,227.0,
Saurodektes,80064,251.902,251.2,Lystrosaurus Assemblage
Macroleter,80057,266.9,264.28,Estemmenosuchus uralensis
Nyctiboetus,80022,276.5,266.9,Parabradysaurus silantjevi
Nycteroleter,79948,273.01,264.28,Ennatosaurus tecton
Libognathus,79947,227.0,208.5,
Kapes,79946,251.2,247.2,
Labidosaurikos,79602,283.5,273.01,
Acrodenta,79588,259.51,254.14,
Captorhinikos,79531,283.5,273.01,
Captorhinikos,79531,283.5,273.01,
Captorhinikos,79531,283.5,273.01,
Protocaptorhinus,79402,290.1,283.5,
Colobops,79375,227.0,208.5,
Poposaurus,79374,237.0,227.0,
Gecatogomphius,79166,276.5,266.9,Parabradysaurus silantjevi
Tanytrachelos,55493,227.0,208.5,
Sanchuansaurus,78694,254.14,251.902,
Coletta,78686,251.2,247.2,Lystrosaurus Assemblage
Provelosaurus,78657,266.9,259.51,
Saltoposuchus,47800,216.7,213.2,
Saltoposuchus,47800,216.7,213.2,
Nicrosaurus,47800,216.7,213.2,
Mystriosuchus,47800,216.7,213.2,
Procompsognathus,47800,216.7,213.2,
Aetosaurus,47800,216.7,213.2,
Teratosaurus,77928,247.2,237.0,
Weigeltisaurus,77197,259.51,254.14,
Planocephalosaurus,46889,237.0,227.0,
Clevosaurus,46889,237.0,227.0,
Thecodontosaurus,46889,237.0,227.0,
Terrestrisuchus,46889,237.0,227.0,
Plateosaurus,75758,227.0,208.5,
Plateosaurus,47800,216.7,213.2,
Stagonolepis,75663,227.0,208.5,
Tecovasuchus,75653,227.0,208.5,
Stagonolepis,75651,227.0,208.5,
Desmatosuchus,75651,227.0,208.5,
Desmatosuchus,75651,227.0,208.5,
Psephosauriscus,75279,247.2,237.0,
Psephosauriscus,75278,247.2,237.0,
Chirotherium,74751,242.0,237.0,
Chirotherium,74751,242.0,237.0,
Langeronyx,34402,247.2,237.0,
Rhombopholis,34402,247.2,237.0,
Kuehneosaurus,13183,237.0,227.0,
Pelecymala,13183,237.0,227.0,
Sigmala,13183,237.0,227.0,
Pelecymala,13175,237.0,227.0,
Kuehneosaurus,13175,237.0,227.0,
Kuehneosaurus,13182,237.0,227.0,
Terrestrisuchus,13182,237.0,227.0,
Diphydontosaurus,13182,237.0,227.0,
Terrestrisuchus,13173,237.0,227.0,
Hwiccewyrm,13173,237.0,227.0,
Clevosaurus,74216,201.4,199.5,
Ammosaurus,74215,201.4,199.5,
Protosuchus,74214,201.4,199.5,
Clevosaurus,74213,201.4,199.5,
Clevosaurus,74212,201.4,199.5,
Ammosaurus,74212,201.4,199.5,
Protosuchus,74211,201.4,199.5,
Clevosaurus,74209,201.4,199.5,
Protosuchus,74209,201.4,199.5,
Clevosaurus,74208,201.4,199.5,
Ammosaurus,74208,201.4,199.5,
Protosuchus,74208,201.4,199.5,
Clevosaurus,74207,201.4,199.5,
Protosuchus,74207,201.4,199.5,
Protosuchus,74206,201.4,199.5,
Revueltosaurus,74205,237.0,227.0,
Vivaron,74202,227.0,208.5,
Rioarribasuchus,74202,227.0,208.5,
Typothorax,74202,227.0,208.5,
Dromomeron,74202,227.0,208.5,
Dromomeron,62311,227.0,208.5,
Prestosuchus,72141,242.0,237.0,Dinodontosaurus
Teyumbaita,72087,227.0,208.5,
Grallator,70801,208.5,201.4,
Batrachopus,70801,208.5,201.4,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Eubrontes,69623,227.0,208.5,
Tetrasauropus,69623,227.0,208.5,
Pseudotetrasauropus,57949,227.0,208.5,
Eosauropus,57949,227.0,208.5,
Doswellia,68962,237.0,227.0,
Doswellia,68962,237.0,227.0,
Doswellia,68958,237.0,227.0,
Doswellia,68957,237.0,227.0,
Doswellia,68954,237.0,227.0,
Doswellia,68950,237.0,227.0,
Doswellia,68950,237.0,227.0,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Gregaripus,68890,227.0,213.2,
Grallator,68890,227.0,213.2,
Grallator,68890,227.0,213.2,
Kayentapus,68890,227.0,213.2,
Eubrontes,68890,227.0,213.2,
Grallator,68890,227.0,213.2,
Grallator,68890,227.0,213.2,
Grallator,68890,227.0,213.2,
Brachychirotherium,68890,227.0,213.2,
Brachychirotherium,68890,227.0,213.2,
Brachychirotherium,68890,227.0,213.2,
Brachychirotherium,68890,227.0,213.2,
Brachychirotherium,68890,227.0,213.2,
Brachychirotherium,68890,227.0,213.2,
Brachychirotherium,68890,227.0,213.2,
Brachychirotherium,68890,227.0,213.2,
Apatopus,68889,227.0,213.2,
Brachychirotherium,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Kayentapus,68889,227.0,213.2,
Eubrontes,61851,201.4,199.5,
Anomoepus,68778,201.4,199.5,
Anomoepus,68778,201.4,199.5,
Anomoepus,68778,201.4,199.5,
Parabrontopodus,68776,201.4,199.5,
Parabrontopodus,68776,201.4,199.5,
Platypterna,68706,227.0,208.5,
Anchisauripus,68706,227.0,208.5,
Gwyneddichnium,68706,227.0,208.5,
Gwyneddichnium,68706,227.0,208.5,
Gwyneddichnium,68706,227.0,208.5,
Kintneria,68706,227.0,208.5,
Austriadactylus,68334,213.2,208.5,
Coelurosaurichnus,68225,237.0,227.0,
Grallator,68224,237.0,227.0,
Grallator,55316,237.0,227.0,
Plateosaurus,47785,227.0,208.5,
Plateosaurus,68038,227.0,208.5,
Plateosaurus,47785,227.0,208.5,
Efraasia,47800,216.7,213.2,
Efraasia,47800,216.7,213.2,
Efraasia,47800,216.7,213.2,
Acleistorhinus,67945,283.5,273.01,
Labidosaurus,67945,283.5,273.01,
Captorhinus,67945,283.5,273.01,
Graoullyodon,36106,208.5,201.4,
Eudimorphodon,36106,208.5,201.4,
Eudimorphodon,67895,208.5,201.4,
Delorhynchus,67862,290.1,283.5,
Bolosaurus,67862,290.1,283.5,
Baeotherates,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Captorhinus,67862,290.1,283.5,
Colobomycter,67862,290.1,283.5,
Colobomycter,67862,290.1,283.5,
Colobomycter,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Opisthodontosaurus,67862,290.1,283.5,
Coelophysis,67699,227.0,208.5,
Shuvosaurus,13273,227.0,208.5,
Shuvosaurus,13273,227.0,208.5,
Mehliella,66930,237.0,227.0,
Nothosaurus,66100,242.0,237.0,
Plateosaurus,64316,208.5,201.4,
Parringtonia,64085,247.2,242.0,Cynognathus subzone C
Nothosaurus,63949,242.0,239.7,
Placodus,63949,242.0,239.7,
Psephosaurus,63945,243.8,242.0,
Placodus,63945,243.8,242.0,
Nothosaurus,63945,243.8,242.0,
Psephosaurus,63939,247.2,242.0,
Nothosaurus,63939,247.2,242.0,
Tanystropheus,63924,247.2,242.0,
Psephosauriscus,63924,247.2,242.0,
Placodus,63904,251.2,242.0,
Eubrontes,62768,208.5,201.4,
Erpetosuchus,62843,227.0,208.5,
Grallator,62841,227.0,208.5,
Coelurosaurichnus,62841,227.0,208.5,
Grallator,62841,227.0,208.5,
Grallator,55418,227.0,208.5,
Brachychirotherium,55418,227.0,208.5,
Grallator,62766,208.5,201.4,
Brachychirotherium,62766,208.5,201.4,
Grallator,62766,208.5,201.4,
Grallator,52168,227.0,208.5,
Typothorax,62311,227.0,208.5,
Rioarribasuchus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Machaeroprosopus,62311,227.0,208.5,
Coelophysis,62311,227.0,208.5,
Revueltosaurus,57687,227.0,208.5,
Thecodontosaurus,46077,208.5,201.4,
Polonosuchus,61449,233.4,227.0,
Parasuchus,61449,233.4,227.0,
Silesaurus,61449,233.4,227.0,
Stagonolepis,61449,233.4,227.0,
Chirotherium,60516,251.902,251.2,
Gualosuchus,60299,242.0,237.0,
Chanaresuchus,60298,242.0,237.0,
Lagerpeton,60297,242.0,237.0,
Luperosuchus,60296,242.0,237.0,
Gracilisuchus,60293,242.0,237.0,
Tecovasaurus,48424,227.0,208.5,
Revueltosaurus,48424,227.0,208.5,
Crosbysaurus,48424,227.0,208.5,
Crosbysaurus,48424,227.0,208.5,
Protecovasaurus,48424,227.0,208.5,
Protecovasaurus,48424,227.0,208.5,
Trilophosaurus,48424,227.0,208.5,
Paleollanosaurus,48424,227.0,208.5,
Revueltosaurus,13266,227.0,208.5,
Crosbysaurus,13266,227.0,208.5,
Protecovasaurus,13266,227.0,208.5,
Trilophosaurus,13266,227.0,208.5,
Fraserosphenodon,13266,227.0,208.5,
Planocephalosaurus,13266,227.0,208.5,
Diphydontosaurus,13266,227.0,208.5,
Crosbysaurus,55248,227.0,208.5,
Crosbysaurus,55248,227.0,208.5,
Trilophosaurus,55248,227.0,208.5,
Stagonolepis,22705,227.0,208.5,
Desmatosuchus,22705,227.0,208.5,
Poposaurus,22705,227.0,208.5,
Rutiodon,22705,227.0,208.5,
Crosbysaurus,48547,227.0,208.5,
Crosbysaurus,48547,227.0,208.5,
Leptosuchus,48547,227.0,208.5,
Trilophosaurus,48547,227.0,208.5,
Argoides,52986,201.4,199.5,
Tetrasauropus,59670,247.2,237.0,
Tetrasauropus,59670,247.2,237.0,
Revueltosaurus,59371,227.0,208.5,
Grallator,59340,208.5,199.5,
Leptosuchus,57683,227.0,208.5,
Calyptosuchus,57683,227.0,208.5,
Typothorax,57684,227.0,208.5,
Paratypothorax,13273,227.0,208.5,
Protoavis,13273,227.0,208.5,
